Row Labels,Accessories,ACE,Advanced Signal Conditioning Modules,Analog Inspection & Test,ANT-5,Attenuators & Backreflector Modules,Benchtop Inspection,BrightJack,CA product,Calibration Plan,Calibrations,CapacityAdvisor Held,CellAdvisor,Certifier,CleanBlast,Common Product,Converged Assurance Support,CT-650,CT-650SM,Digital Inspection & Test,Direct View FM,Dispersion modules,DSAM,DSAM 2300/3300,DSAM Upgrades,DSAM-6300,DTS,EA Support,Education,Ethernet Network Management Tools,Extended Warranty,FIT Generic,FST-2000,FST-2207/2209 DS1,FST-2310,FST-2310-DS3,FST-2310-OC12,FST-2310-OC3,FST-2802 G,GigaStor,HCU1500,HST-3000 SIMs,HST-3000C,HST-3000C-CE,JMEP,Legacy Wireline Services,Location Intelligence Product,Location Intelligence Services,MAP Standalone Switches,"MAP-200 Chassis, Accessories & Software",Misc Hardware,MS-1200D,MTS-5100e,NC Ethernet TT,NetAnalyst Test Management Software,NI - Maintenance,NIMS,nTAPs,Observer,ONT-Jitter,ONX-580,Optical Switch Modules,ORS,OSA,OST,OTDR - FiberComplete modules,Other - Cable,Other - Solutions Classic,PacketPortal SW & Solutions,Passive Chassis,Passive Plug-ins,PathTrak,PI Product,Polatis Cross Connects,Probe Tips,PT Hardware,PT SART,PT SART Support,PT Services,QT-600-10,QT-600-2,RANAdvisor Product,RANAdvisor Services & Support,RCATS Product,Repair,Replacement Parts,RPM2000,RPM-3000,RSAM,SDA,SDA-5000,SDA-5500,SMART Handhelds,SmartClass ADSL,SmartClass E1,SmartClass Ethernet,SMARTClass Fiber,SmartClass HOME,SmartClass Triple Play,SmartID,SmartPocket Handhelds,"Source, EDFA & BBS Modules",Spare Parts,StrataSync,Support Plans,Swept Wavelength Systems,T3AS,TB/MTS 4000 Platform,TB/MTS 8000 Platform,TB/MTS-2000 Platform,TB/MTS-6000 Platform,TB-6000A Transport Module,T-BERD 8000,T-Berd/MTS-5800,Test Devices,Test Productivity Pack,TestPad 2000,TrueSpeed,Ultra FED,Volicon,VSA,VSE-1100,WiFi Smart Accessory,WR 10G Trans/Regen,WR 2.5G Trans/Regen,WR Amplification,WR Common,WS 10G Trans/Regen,WS 2.5G Trans/Regen,XGIG - Ethernet 10G,XGIG - FC 16G,XGIG - Other,XGIG 5k - SAS/SATA 12G,Grand Total
NEXUS,9,9,0,0,0,9,9,0,9,0,9,0,0,7.614726379,5,9,9,9,0,9,0,0,0,9,9,0,9,9,9,0,9,9,0,0,9,9,0,0,0,0,0,9,9,9,0,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,9,0,9,0,9,9,0,9,9,0,0,9,0,9,0,0,0,0,9,9,9,9,9,9,9,9,9,8.620392937,9,9,9,0,9,9,0,0,9,0,0,0,0,9,0,9,0,0,0,0,9,0,9,9,9,9,9,9,0,9,7.225151407,9,0,9,9,0,9,9,9,9,0,9,640.4602707
NIPPON TELEGRAPH AND TELEPHONE,0,3.750476521,6.399334151,5.908079872,5.601957586,7.338707224,0,1,1,1,1,1,1,4.13590034,5.467020782,5.569020615,4.397008192,5.593865031,0,0,7.606557377,0,5.605263158,1,7,5.589999256,5.601957586,5.597849292,5.593865031,1,0,6.136061748,1,0,1,5.597849292,0,1,1,1,5.856216521,5.658092985,6.135938828,6.152262232,1,0,0,0,1,5.730479943,1,0,7.831504196,5.601957586,0,1,0,1,0,1,5.077099875,6.399334151,1,5.597849292,6.399334151,4.362068966,0,5.601957586,6.399334151,0,1,7.300613497,1,0,0,1,7.345549738,0,0,0,0,6.126559808,6.089902622,3.810268288,5.581782606,5.038461538,5.038461538,11.12820513,6.748321628,7.232776764,0,0,4.495346432,1,4.890133134,1,6.419561721,1,1,0,5.208490375,1,0,5.966796322,5.161038489,0,5.601957586,0,7.050909091,1,1,4.081826899,3.862336601,4.642914692,5.528038303,6.399334151,1,5.589999256,6.5271893,0,5.601957586,0,5.601957586,0,1,6.399334151,7.391806434,5.601957586,4.502994012,1,7.351802868,5.164203459,1,425.7769927
NISKO TECHNOLOGIES,0,2.881574547,1.791835657,3.659636748,3.352121464,11.85381599,3.537876979,2.510791367,3,2.684921117,2.166196585,8.904990656,12.35380327,3.41836533,3.491606657,2.114978639,9.603823319,8.625797977,15.10687023,0,5.032786885,2.069444444,2.907786779,2.045934773,1.71627907,3.840509331,3.844761605,6.549641633,10.47432136,1.208672087,1,7.995484531,1.900957174,1,1.093170207,3.31692477,1,1.523178808,2.045309509,2,3.136437996,3.39734189,3.593818416,3.384105228,2.309759654,0,3,3,2.309759654,1.801716307,2,1,8.588550816,3.844761605,0,2,0,2.350937097,0,1.523809524,3.598583764,1.791835657,2,8.717393108,1.791835657,3.482722144,0,10.69078643,3.352121464,2.069444444,2.045934773,3.226199194,2.309759654,1,0,5.646652079,14.29461654,0,18.94174757,0,3,0,0,5.007175269,0,2.510948905,2.510948905,3.708571429,3.654542667,2.835229823,1,1,2.868369758,2.300061731,3.461382501,2,3.82195013,3,3,3,3.927316763,1.263977045,0,3.42475652,3.675582964,1,3.352121464,0,4.312147617,2,2.106382979,3.03248695,3.015586482,3.285941203,0,3.352121464,1.093816631,3.286822375,4.112843302,18.94174757,3.844761605,3,3.352121464,2.069444444,2.045934773,3.352121464,4.396008147,3.352121464,2.871889514,1.093816631,5.363048408,0,1.093170207,445.5220707
NISTICA,4.148038375,3,5.205882353,0,3,4.564102564,0,6,0,6,6,0,0,5.032258065,4.959045333,3,3,3,0,4.131168684,5.368421053,0,4.015169195,0,5.5,5.304878049,3,3,3,6,0,5.105263158,6,0,0,3,0,6,0,0,3.963944857,3.887640449,3.845070423,3.723195515,0,0,0,0,0,5.194244604,0,0,3,3,0,0,0,0,0,0,4.230337079,5.205882353,0,3,5.205882353,3,0,3,5.205882353,0,0,3,0,0,0,0,4.55,0,0,0,0,3,3,5.325,4.081081081,5.5,5.5,3.820512821,4.930379747,5.152317881,6,0,5.304878049,0,3,0,3.54954955,6,0,0,4.848484848,0,0,3.8625,4.264083244,0,3,0,4.431818182,0,0,4.176972281,3,3.770547945,3.861092985,5.205882353,0,3,4.246753247,0,3,6,5.368421053,0,0,5.205882353,5.059882936,5.368421053,5.346153846,0,4.536585366,4.853932584,0,335.9174402
NOKIA SOLUTIONS AND NETWORKS,6,0,0,0,0,4.741935484,0,0,0,0,0,4.2,5.084210526,0,0,0,6,6,6,6,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.224489796,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,6,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,4.263157895,0,140.7137937
NORSEMAN DEFENSE TECHNOLOGIES,10.74740651,8,0,11.47031963,7.797892926,0,0,12.68525896,11.83673469,7.797892926,8.958612534,7.843137255,8.56699838,16,11.27753304,9.924713584,13.2244898,7.885758694,0,10.1567458,0,0,10.6015945,7.797892926,7.846153846,11.84615385,11.83673469,8.792894205,9.22945571,8,0,11.84,9.472106578,8,8,10.60491341,8,7.909915546,16,16,10.65782619,10.37127978,10.9271828,10.94241077,7.797892926,11.84313725,0,0,7.797892926,0,16,0,8,11.83673469,0,16,0,7.971711457,0,0,10.98580005,0,16,11.84,0,9.032451823,0,7.797892926,7.72972973,0,7.797892926,16,7.797892926,8,11.06714553,10.46153846,11.84313725,0,11.83673469,9.049531459,7.843137255,12.48897796,11.87692308,10.49350649,9.908874039,7.72972973,7.72972973,9.246231156,7.846153846,8,10.48175182,0,10.49681529,16,9.821801099,7.876071193,8.645079899,16,16,10.05607477,11.84,7.797892926,0,10.39091452,11.19387755,0,11.83673469,8,11.84615385,8,0,0,0,0,10.65068735,7.72972973,8,16,10.75776398,11.83673469,11.83673469,9.142857143,11.83673469,0,7.797892926,7.72972973,9.265156309,11.83673469,13.2244898,8,0,6.123893805,8,1072.552697
NORTHLAND COMMUNICATIONS,2,2,0,0,0,2,2,0,2,0,2,0,0,2,0,2,2,2,0,2,0,0,0,2,2,2,2,2,2,0,1.101722442,2,0,0,2,2,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,0,2,2,0,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2,2,1.89510447,0,2,2,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,0,2,140.9968269
NORTHROP GRUMMAN,0,4.563373253,1.53030303,3.698201957,4.604893778,1,2.030413271,4.930795848,5.990613476,4.604893778,4.377025932,4.59394773,5.956521739,3.284360467,2.937357143,7.203187437,4.652797622,4.583392477,0,0,2,0,4.15660565,5.786324786,6,5.139040025,4.604893778,3.862903226,5.933554817,5.74796748,0,4.88137526,6.094972067,9,5.773109244,3.427833002,9,7,1,4.509615385,4.269290803,4.18590491,4.573782035,4.674943196,4.604893778,9,0,0,4.604893778,1.357142857,4.571428571,0,4.563373253,4.604893778,0,4.490566038,0,5.161815491,0,1,4.867358456,1.53030303,4.571428571,4.59394773,1.53030303,4.928513623,0,4.604893778,3.944250871,0,5.786324786,1,4.604893778,9,3.147136496,7.112359551,5.760330579,0,9,9,9,4.029982482,3.110370393,4.484398217,3.825405827,3.734375,3.734375,0,3.363515313,4.68,0,0,5.482371331,1,4.308337527,5.786324786,3.569577611,2,2,6,4.756214276,5.893390192,0,4.904690771,0,0,4.604893778,9,5.662125341,4.878787879,2,0,5.248189626,5.049091739,3.337553783,3.944250871,5.786324786,1.528985507,4.267177231,9,4.604893778,6,4.604893778,0,5.786324786,3.944250871,5.561403509,4.604893778,3.796352584,5.786324786,1,4.165826917,5.773109244,516.7042297
O C COMMUNICATIONS,73.82317073,74.68831169,108,108,108,108,108,0,0,0,71.25471698,108,0,13,108,68.29850746,108,108,108,69.48648649,0,108,0,58.23809524,65.38834951,13,13,108,58.29801325,108,58.23809524,13,108,108,74.59817352,58.26845638,108,108,108,0,26.53218688,58.7591623,51.16239316,69.7794971,108,0,13,13,108,108,0,108,88.18716578,13,0,0,0,108,0,108,13,108,0,58.26845638,108,0,0,108,58.23809524,108,58.23809524,41.30612245,108,108,70,108,108,0,108,0,0,108,88.29953917,83.03412969,0,13,13,62.95198079,34.66123779,51.28358209,37.87272727,42.42477876,58.29801325,58.26845638,108,13,58.35483871,0,0,0,0,108,0,27.50381679,13,108,58.23809524,0,0,0,108,72.81481481,108,65.36220472,67.57446809,58.23809524,58.23809524,58.32679739,13,108,13,0,58.23809524,108,58.23809524,58.23809524,0,58.23809524,74.59817352,58.23809524,88.17615176,108,58.23809524,7583.000119
"PANHANDLE TELEPHONE COOPERATIVE, INC",3.281385281,0,0,3,0,4,3,0,3,0,0,4,4,3,3,3,3.517857143,4,4,3.282522996,0,0,3,0,3,3,0,4,3.517241379,0,0,3.341176471,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,0,3,4,0,3,0,4,3,0,0,0,0,0,3.369085174,4,4,0,4,0,0,0,4,4,4,3,3,0,3,3,0,0,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,3,3,3,3.344969199,3,0,0,3,4,0,3,0,0,0,3,3,0,0,0,4,3.514705882,0,209.1689435
PCTEL,9,0,0,0,0,6.903225806,0,0,0,0,0,4.786516854,0,0,0,0,9,5.111111111,9,9,0,0,0,0,0,0,0,5.184210526,5.111111111,0,0,5.111111111,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,6.040816327,0,0,0,0,4,0,0,0,0,0,6,0,4,0,4.9375,0,0,0,0,4,0,9,9,9,0,9,4,4,0,0,9,9,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,9,6.105263158,0,232.290866
PETROLEOS DE VENEZUELA,12.18468583,12.14517021,5,13.78342246,11.21668974,5,5,15.4973493,20,11.21668974,12.72218402,11.27208481,13.10055543,11.61490683,10.84773914,19.16593297,17.15017462,11.3236351,0,0,0,0,13.09669329,11.21668974,9.807692308,16.06490478,16.11591228,11.69330987,13.96843112,13.90243902,0,16.09837432,13.66784962,20,13.94957983,13.062888,20,12.93559912,13.65853659,13.62204724,12.7068749,13.12271586,14.24407924,14.44834235,11.21668974,20,0,0,11.21668974,5,13.67768595,0,13.88,16.11591228,0,13.60465116,0,13.02637966,0,5,14.28245013,5,13.67768595,16.09837432,5,13.05346105,0,11.21668974,8.801353691,0,11.21668974,11.88953488,11.21668974,20,12.05590821,20,16.08138014,0,20,14.09638554,12.35294118,14.59899379,13.50348861,13.78231588,12.92803908,8.801353691,8.801353691,11.55778894,8.251709819,10,13.10218978,0,15.21691974,13.65853659,12.25490869,12.0197317,11.70844675,20,20,12.57009346,16.09837432,11.21668974,0,14.17805663,14.96384552,0,16.11591228,20,20,12.27272727,0,0,0,0,12.200812,8.801353691,13.97435897,13.62204724,14.03269755,20,16.11591228,11.42857143,16.11591228,0,11.21668974,8.801353691,15.06961144,16.11591228,15.16396681,13.97435897,5,9.523841869,13.94957983,1467.110189
POWER & TELEPHONE SUPPLY,0,5.217893213,2,5.510303023,5.171811984,1.859037476,2.737051365,8.044840561,8.397724836,5.629833635,5.893003438,6.870151543,5.428864334,6.316945031,3.830879769,6.698953168,7.028414469,4.106845201,0,5.433932199,2,2.401785714,0,11.93738061,8.797836613,4.099663864,6.114331154,4.710988212,5.136918898,4,1,6.295035362,4.533277652,2.97826087,6.829310136,4.782229198,2.97826087,5.986821153,4.446505668,12.82352941,0,0,0,0,6.861960675,13.54534205,1.611458423,1.611458423,6.861960675,2,12.7721519,0,1.86314001,6.114331154,0,12.83908046,0,6.031941857,0,0,7.262690482,2,12.7721519,8.958418077,2,6.351322243,0,4.343973237,6.48715294,3,11.93738061,4.100468868,6.861960675,4,0,9.467106917,5.24891561,0,9.755102041,7.317417665,7.960731725,4.870923177,4.411013018,5.776038338,4.339349674,10.22707148,10.22707148,5.901197378,5.221557587,4.41346191,4.155427484,1,6.445113325,3.757976272,9.050098326,4.403531616,0,10.08177902,7.944154808,0,8.401551466,7.48415205,0,0,0,0,3.875211205,4,6.884489812,8.443000429,3.909090909,0,0,0,0,6.48715294,6.840169839,5.040390151,0,9.755102041,6.114331154,9.358379263,10.38591739,3,11.93738061,6.48715294,8.388079462,10.38591739,8.347799486,6.840169839,1.419864963,5.424585594,4.850180534,656.2520736
PREMIUM TECH SYSTEMS,0,0,0,0,0,30,30,18.85714286,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13.45454545,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,4,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,4,0,0,0,0,4,0,0,20.25,4,0,0,0,0,0,0,0,0,4,30,4,4,270.9935065
PREWIRE SPECIALISTS,6.330811754,6.556451613,0,0,0,3,3,0,3,0,6.642389882,0,0,6.022080233,0,6.772241993,3,3,0,6.304812834,0,0,0,5.270744322,5.282431993,5.833501514,5.270744322,3,4.619144603,0,5.270744322,4.619144603,0,0,12,8.079754601,0,0,0,0,0,6.728448863,6.572523634,6.408163175,0,0,6.79338843,6.79338843,0,0,0,0,12,5.270744322,0,0,0,0,0,0,5.550949542,0,0,12,0,3,0,3,5.270744322,0,5.270744322,5.603616134,0,0,6.102257552,0,3,0,0,0,0,3,12,12,7.62641119,5.270744322,5.270744322,5.332051986,5.270744322,5.895295903,6.486343903,5.270744322,5.880508801,6.804878049,0,5.282431993,8.457446809,0,0,3,0,0,0,0,5.183919114,0,12,0,0,0,0,5.839944436,0,5.847571726,6.604915794,5.270744322,12,6.826771654,12,0,5.270744322,3,12,0,5.270744322,5.270744322,0,12,12,12,4.62873379,0,6.672188317,464.7753354
PROJECTSPAN SERVICES,6,0,0,6,4,0,0,4.553846154,6,0,5.385667619,6,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,6,0,6,6,0,0,6,0,0,0,6,0,0,0,6,6,0,0,0,6,0,0,6,0,0,6,0,6,0,6,6,0,6,6,6,0,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,0,0,6,6,0,6,0,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,0,6,6,535.9395138
PSI (JAPAN),0,4,7.255813953,6.338461538,4,7.227272727,0,4,0,4,4,4,0,4,6.18967587,4,4,4,0,0,0,0,4,4,8,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,4,6.692307692,4,0,4,4,0,4,0,4,0,4,4,7.255813953,4,4,7.255813953,4,0,4,7.255813953,0,4,4,4,0,5.472566372,0,7.2,0,0,0,0,4,4,4,5.126126126,6.692307692,6.692307692,8,6.654205607,8,0,0,4,4,4,4,5.78313253,0,0,0,4,4,0,4,5.017751479,0,4,0,0,4,0,4,4,4,4.845510919,7.255813953,4,4,4,0,4,0,4,0,4,7.255813953,8,4,4,4,7.173913043,5.78313253,4,444.4235555
PT GUNATEL INTI CAHAYA TEKNOLOGI,4.110270585,4.185483871,0,0,0,3,3,0,3,0,4.214129961,0,0,3.658492742,3,4.257413998,3,3,0,4.101604278,0,0,0,3.756914774,3.760810664,0,3.756914774,3,3.539714868,0,3.756914774,3.539714868,0,0,6,4.693251534,0,0,0,0,0,4.242816288,4.190841211,4.136054392,0,0,4.26446281,4.26446281,0,0,0,0,6,3.756914774,0,0,0,0,0,0,3.850316514,0,0,6,0,3,0,3,3.756914774,0,3.756914774,3.867872045,0,0,4.034085851,0,3,0,0,0,0,3,6,6,4.542137063,3.756914774,3.756914774,3.777350662,3.756914774,3.965098634,4.051827904,3.756914774,3.9601696,4.268292683,0,3.760810664,4.819148936,0,0,3,0,0,0,0,3.727973038,0,6,0,0,0,0,3.946648145,0,3.949190575,4.201638598,3.756914774,6,4.275590551,6,0,3.756914774,3,6,0,3.756914774,3.756914774,0,6,6,6,3.542911263,0,4.224062772,297.5214572
PUNCTUAL & VALUABLE SOLUTIONS S.A.DE C.V.,0,5.165145985,12,7.490760391,10.90265487,0,12,5.646511628,6.826607654,10.90265487,7.051630435,4.983876472,6.917736223,5.058972733,11.64705882,6.69509434,6.724439823,6.554073307,0,0,12,0,4.909937607,4.956043956,4.978947368,5.023941214,6.826607654,5.414728682,7.386463757,0,0,5.04045528,6.450704225,0,1,5.507916107,0,4.7,4.681818182,10,4.956815971,0,0,4.349309088,4.962564816,10,0,0,4.962564816,12,10,0,12,6.826607654,0,10,0,6.159281437,0,0,7.062529014,12,10,4.080043267,12,5.69480007,0,6.503020936,4.962564816,0,4.956043956,3.525598086,4.962564816,0,7.361119027,6.876550365,10,0,10,3.889430626,4.258114614,7.240459626,8.868375073,4.000986396,6.605870128,4.956043956,4.956043956,4.306194001,3.461203349,5.060926858,5.758104738,0,3.477553935,4.681818182,5.012486212,10,5.618866937,5.727174375,5.026447875,4.978947368,5.697668365,10,0,5.972239748,6.640758513,0,4.962564816,0,6.034792163,1,5,7.371506493,6.629230177,0,0,4.962564816,1,5.023941214,4.122506597,10,6.826607654,4.989690722,4.962564816,0,4.956043956,4.962564816,5.616593093,4.962564816,4.86134818,1,0,5.3428,1,653.4303589
QLOGIC,2,2,1.094117647,2,2,1.114942529,1.417782027,0,0,0,2,2,0,0,2,1.377777778,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,0,2,2,1.189473684,2,2,2,2,0,2,2,2,2,2,0,0,0,2,1.189473684,0,2,2,0,0,0,0,2,0,2,0,1.094117647,0,2,1.094117647,0,0,2,2,2,2,2,2,2,2,1.313043478,1.133333333,0,2,0,0,1.757180157,1.516129032,1.280373832,0,0,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,1.094117647,0,2,0,2,2,0,0,0,2,2,2,2,2,2,1.094117647,2,0,2,0,0,2,2,2,2,0,2,2,1.094117647,0,0,1.077054795,162.9312702
Q-WIRE TECHONOLOGIES,6.811172534,7.137096774,0,0,0,2,2,0,2,0,7.26122983,0,2,6.365227003,0,4.306662203,2,2,0,6.773618538,0,0,0,5.279964021,5.296846212,6.09283552,5.279964021,2,0,0,5.279964021,4.338764426,0,0,15,9.337423313,0,0,0,0,0,7.385537246,7.160311915,6.922902364,0,0,7.479338843,7.479338843,0,0,0,0,15,5.279964021,0,0,0,0,0,0,5.684704894,0,0,15,0,2,0,2,5.279964021,0,5.279964021,5.76077886,0,0,6.481038686,0,2,0,0,2,2,2,15,15,8.682593941,5.279964021,5.279964021,5.368519535,5.279964021,6.182094082,7.035830082,5.279964021,6.160734935,7.495934959,0,5.296846212,9.882978723,0,0,2,0,0,0,0,5.154549831,0,15,0,2,0,0,6.102141963,0,6.11315916,7.207100592,5.279964021,15,7.527559055,15,0,5.279964021,2,15,0,5.279964021,5.279964021,0,15,15,15,4.352615474,0,7.304272014,503.8612549
RAYTHEON,10.46640763,9.861078029,3.196162047,10.51808466,11.70391766,3.028734221,3.913270612,17.60402824,15.94942618,12.81354786,10.1404057,11.73368354,15.21258197,10.63727724,8.685167496,10.67390347,15.97257879,10.00957596,2,0,0,2,9.000260075,11.70391766,10.20149317,12.73350988,17.03979777,13.04380077,13.50300371,4.974949109,2,12.67250814,13.88683546,8.209677419,4.184743998,14.99112466,8.209677419,12.91375955,15.56913408,15.33925625,9.561101883,12.61188805,13.89834057,13.37844802,11.70391766,26.41176471,2,2,11.70391766,3.360627178,15.11468813,2,4.214054857,17.03979777,0,15.40570871,0,10.19127434,0,4.095238095,16.66361995,3.196162047,15.11468813,14.65873364,3.196162047,12.93681211,0,11.70391766,9.707871173,2,11.70391766,11.50185479,11.70391766,8.209677419,10.15341314,11.9228904,12.8721082,0,20.50849844,19.47791165,13.86510264,9.936472161,7.023381496,7.617431762,0,11.58431699,11.58431699,14.18582368,8.735150965,8.784904654,16.77601523,2,8.696174856,12.86467219,13.93716416,13.17779188,11.30485664,24.71186441,42,12.96989038,13.98816988,0,0,11.55979702,0,2,14.68885796,12,19.81563126,8.909090909,2,0,0,0,0,9.707871173,4.275484616,12.79384795,15.18449653,20.50849844,17.03979777,12.56981891,14.68885796,2,11.70391766,9.707871173,11.67864707,14.68885796,15.09317465,4.275484616,2.852858482,0,4.184743998,1297.891311
REALM,0,6.104039046,6.864698692,6.264409102,6.086845715,7.006286723,0,4,6,4.711468447,6.576833485,6.113454085,4.886509636,5.376883081,0,6.964341553,6.072253614,7.393001893,11,0,6,7.256944444,6.677902067,6.154340836,7.904694801,5.899575045,5.057809987,5.77859503,6.089675838,9.539295393,11,5.668237484,6.653664674,11,8.538812785,5.891581419,11,7.337748344,6.15673261,4,6.187215536,5.826231509,5.714976098,6.148169878,6.111661414,0,4,4,6.111661414,6.928005682,4,11,7.174024951,5.057809987,0,4,0,6.417254723,0,7.333333333,4.832680639,6.864698692,4,6.088278537,6.864698692,4.91325811,0,6.086845715,6.501934563,7.256944444,6.154340836,6.033083777,6.111661414,11,0,8.76203966,7.010263073,0,11,0,4,6.790374481,6.607035812,6.62550597,0,5.505134788,5.505134788,8.326337682,6.021153851,7.603345165,11,11,6.368471235,5.58122418,5.505949463,5.909090909,5.950394035,5.03875969,6,4,5.055032208,6.154340836,0,5.989929388,5.303584211,11,6.086845715,0,5.409533573,5.8,7.44996121,5.85174853,5.464141661,5.489918584,0,6.501934563,7.333333333,5.735448787,5.180010199,11,5.057809987,4,6.086845715,7.256944444,6.154340836,6.501934563,6.04121632,6.086845715,6.11165338,7.333333333,7.727353457,7.341024438,8.538812785,768.8994983
RENOWN HEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555555556,0,0,0,0,0,0,1.923076923,0,0,0,0,2.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.034188034
RICKLEE ENTERPRISES,3.823293173,3.678733032,0,4,4,4,4,4,0,4,3.571428571,4,4,3.55978975,4,3.509803922,4,4,0,3.768321513,0,4,0,3.510948905,3.406876791,3.2,3.510948905,4,3.510638298,0,3,3.679245283,4,0,3,3.613832853,0,0,4,0,3.165137615,3.618323311,3.589253731,3.651074589,4,0,3.510948905,3.510948905,4,0,0,0,3.678899083,3.510948905,0,0,0,4,0,0,3.654265555,0,0,3.510791367,0,4,0,4,3.510948905,4,3.510948905,3.3621545,4,0,3.785962474,0,4,0,0,0,4,4,3.761061947,3.510638298,3.517831669,3.510948905,3.510948905,3,3.406976744,3.2,3,3,3.510638298,3.679425837,4,3,3.655696203,4,0,4,4,4,0,3.195121951,3.629955947,0,3.510948905,0,4,0,0,3.694805195,4,3.747922438,0,3.510948905,3,3.679069767,3.578947368,0,3.510948905,4,3.510948905,4,3.510948905,3.510948905,4,3.510948905,3.679425837,3,3.51048951,4,3,355.4710149
RINCON RESEARCH CORPORATION,6.107692308,3.690607735,8,5.842696629,4.635514019,8,8,2,2,2,2,2,2,8,6.289308176,0,4.642201835,4.648648649,0,5.248407643,8,0,5.381489842,2,0,4.654867257,4.635514019,5.278810409,2.685714286,2,0,5.272727273,2,2,2,5.698113208,2,2,0,0,5.617300131,5.399501247,5.272727273,5.072340426,2,2,0,0,2,8,0,0,5.709090909,4.635514019,0,0,0,2,0,0,4.363773585,8,0,4.642201835,8,3.868263473,0,4.635514019,8,0,2,8,2,2,0,2,4.648648649,0,2,2,2,5.818181818,6.311787072,2.685714286,5.195543968,0,0,8,8,3.125,0,0,3.68,0,5.714285714,2,5.992687386,0,0,0,4.642201835,2,0,4.920892495,3.762962963,0,4.635514019,2,4.654867257,2,0,0,3.338544799,3.949367089,6.053814965,8,2,8,5.818181818,2,4.635514019,0,4.635514019,0,2,8,5.278810409,4.635514019,4.642201835,2,8,3.433191941,2,430.1374826
ROCKWELL COLLINS,6.96803653,9,0,6.036558712,9,0,4,5.818181818,5.866666667,4.948275862,7.272727273,9,9,4,6.960526316,0,5.883116883,9,0,6.968390457,0,0,6.742616034,9,4,5.913580247,9,9,4.789473684,5.09375,0,5.883116883,0,4.948275862,4.118644068,4.545454545,4.948275862,5,4,4,6.007434944,6.767295597,6.735849057,6.320599786,9,9,0,0,9,0,4,0,5.136363636,9,0,4,0,5.153846154,0,0,6.908653846,0,4,9,0,7.597122302,0,9,4,0,9,0,9,9,6.799043062,5.108108108,9,0,9,9,9,6.635135135,9,4.619047619,7.423379175,4,4,0,4,3.3125,0,0,5.140684411,4,5.176470588,9,5.64516129,0,0,4,6.818181818,5.866666667,0,6.452229299,0,0,4.948275862,9,9,9,0,0,7.190730149,6.865671642,7.095062638,4,4.052631579,0,5.475443665,9,9,4,9,0,9,4,5.898734177,9,5,4.052631579,0,5.037759757,4.118644068,635.0650253
